Card ID,Card Name,Expansion,Collection No.,Stage (Pokémon)/Type (Energy and Trainer),Rule,Category,Previous stage,HP,Type,Weakness,Resistance (Type),Retreat,Move Name,Cost,Damage,Effect Explanation
763,Granbull,PFL,38,Stage 1 Pokémon,,,Snubbull,130.0,{P},{M},,2.0,Bite,{P}●,50,
763,Granbull,PFL,38,Stage 1 Pokémon,,,Snubbull,130.0,{P},{M},,2.0,Finishing Blow,{P}{P}●,90,"If your opponent’s Active Pokémon already has any damage counters on it, this attack does 90 more damage."
764,Cresselia,PFL,39,Basic Pokémon,,,,120.0,{P},{D},{F},1.0,Swelling Light,{P},,"Search your deck for up to 2 Basic {P} Energy cards and attach them to this Pokémon. Then, shuffle your deck."
764,Cresselia,PFL,39,Basic Pokémon,,,,120.0,{P},{D},{F},1.0,Aurora Beam,{P}{P}●,90,
765,Meloetta,PFL,40,Basic Pokémon,,,,90.0,{P},{D},{F},1.0,Soothing Melody,{P},,Heal 120 damage from 1 of your Benched {P} Pokémon.
765,Meloetta,PFL,40,Basic Pokémon,,,,90.0,{P},{D},{F},1.0,Magical Shot,{P}●,50,
766,Mega Diancie ex,PFL,41,Basic Pokémon,Mega Pokémon ex,,,270.0,{P},{M},,1.0,[Ability] Diamond Coat,,,This Pokémon takes 30 less damage from attacks (after applying Weakness and Resistance).
766,Mega Diancie ex,PFL,41,Basic Pokémon,Mega Pokémon ex,,,270.0,{P},{M},,1.0,Garland Ray,{P}{P},120×,"Discard up to 2 Energy cards from this Pokémon, and this attack does 120 damage for each card you discarded in this way."
767,Mimikyu,PFL,42,Basic Pokémon,,,,70.0,{P},{M},,1.0,Call for Family,●,,"Search your deck for a Basic Pokémon and put it onto your Bench. Then, shuffle your deck."
767,Mimikyu,PFL,42,Basic Pokémon,,,,70.0,{P},{M},,1.0,Scratch,{P},20,
768,Milcery,PFL,43,Basic Pokémon,,,,50.0,{P},{M},,1.0,Draining Kiss,{P},10,Heal 10 damage from this Pokémon.
769,Alcremie,PFL,44,Stage 1 Pokémon,,,Milcery,90.0,{P},{M},,1.0,Sweet Circle,{P},20×,This attack does 20 damage for each of your Pokémon in play.
770,Gastly,PFL,54,Basic Pokémon,,,,70.0,{D},{F},,1.0,Petty Grudge,{D},10,
771,Haunter,PFL,55,Stage 1 Pokémon,,,Gastly,100.0,{D},{F},,1.0,Spooky Shot,{D},40,
772,Mega Gengar ex,PFL,56,Stage 2 Pokémon,Mega Pokémon ex,,Haunter,350.0,{D},{F},,2.0,[Ability] Shadowy Concealment,,,"If 1 of your {D} Pokémon is Knocked Out by damage from an attack from your opponent’s Pokémon {ex}, that player takes 1 fewer Prize card. The effect of Shadowy Concealment doesn’t stack."
772,Mega Gengar ex,PFL,56,Stage 2 Pokémon,Mega Pokémon ex,,Haunter,350.0,{D},{F},,2.0,Void Gale,{D}{D},230,Move an Energy from this Pokémon to 1 of your Benched Pokémon.
773,Murkrow,PFL,57,Basic Pokémon,,,,60.0,{D},{L},{F},1.0,Ambush,{D},10,"Flip a coin. If heads, this attack does 20 more damage."
774,Honchkrow,PFL,58,Stage 1 Pokémon,,,Murkrow,130.0,{D},{L},{F},1.0,Wind of Darkness,{D},30,
774,Honchkrow,PFL,58,Stage 1 Pokémon,,,Murkrow,130.0,{D},{L},{F},1.0,Sniping Feathers,{D}{D}●,,"Discard 2 Energy from this Pokémon, and this attack does 120 damage to 1 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
775,Sableye,PFL,59,Basic Pokémon,,,,80.0,{D},{G},,1.0,Cocky Claw,{D},20,"If you have any Stage 2 {D} Pokémon on your Bench, this attack does 70 more damage."
776,Absol,PFL,63,Basic Pokémon,,,,110.0,{D},{G},,1.0,Allure,●,,Draw 2 cards.
776,Absol,PFL,63,Basic Pokémon,,,,110.0,{D},{G},,1.0,Dark Cutter,{D}●,60,
777,Eternatus,PFL,69,Basic Pokémon,,,,150.0,{D},{F},,2.0,Shatter,{D}{D},50,Discard a Stadium in play.
777,Eternatus,PFL,69,Basic Pokémon,,,,150.0,{D},{F},,2.0,Power Rush,{D}{D}{D},130,"Flip a coin. If tails, during your next turn, this Pokémon can’t use attacks."
778,Oddish,PFL,1,Basic Pokémon,,,,50.0,{G},{R},,1.0,Seed Bomb,{G},20,
779,Gloom,PFL,2,Stage 1 Pokémon,,,Oddish,70.0,{G},{R},,1.0,Disperse Drool,{G},20,This attack also does 20 damage to each Benched Pokémon (both yours and your opponent’s). (Don’t apply Weakness and Resistance for Benched Pokémon.)
780,Vileplume,PFL,3,Stage 2 Pokémon,,,Gloom,150.0,{G},{R},,2.0,Pollen Bomb,{G},30,Your opponent’s Active Pokémon is now Asleep and Poisoned.
780,Vileplume,PFL,3,Stage 2 Pokémon,,,Gloom,150.0,{G},{R},,2.0,Lively Flower,{G},60,"If this Pokémon was healed during this turn, this attack does 120 more damage."
781,Mega Heracross ex,PFL,4,Basic Pokémon,Mega Pokémon ex,,,280.0,{G},{R},,2.0,Juggernaut Horn,{G}{G},100,"If this Pokémon was damaged by an attack during your opponent’s last turn, this attack does that much more damage."
781,Mega Heracross ex,PFL,4,Basic Pokémon,Mega Pokémon ex,,,280.0,{G},{R},,2.0,Mountain Ramming,{G}{G}{G},170,Discard the top 2 cards of your opponent’s deck.
782,Lotad,PFL,5,Basic Pokémon,,,,70.0,{G},{R},,1.0,Headbutt,{G}●,30,
783,Lombre,PFL,6,Stage 1 Pokémon,,,Lotad,90.0,{G},{R},,1.0,Mega Drain,{G}●,30,Heal 30 damage from this Pokémon.
784,Ludicolo,PFL,7,Stage 2 Pokémon,,,Lombre,160.0,{G},{R},,2.0,[Ability] Excited Heal,,,"Once during your turn, if you have any {G} Mega Evolution Pokémon {ex} in play, you may use this Ability. Heal 60 damage from 1 of your Pokémon."
784,Ludicolo,PFL,7,Stage 2 Pokémon,,,Lombre,160.0,{G},{R},,2.0,Lunge Out,{G}●,120,
785,Genesect,PFL,8,Basic Pokémon,,,,120.0,{G},{R},,2.0,Bug’s Cannon,{G},,This attack does 20 damage to 1 of your opponent’s Pokémon for each {G} Energy attached to this Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
785,Genesect,PFL,8,Basic Pokémon,,,,120.0,{G},{R},,2.0,Speed Attack,{G}{G}●,110,
786,Nymble,PFL,9,Basic Pokémon,,,,50.0,{G},{R},,1.0,Flail Around,{G},10×,Flip 3 coins. This attack does 10 damage for each heads.
787,Lokix,PFL,10,Stage 1 Pokémon,,,Nymble,120.0,{G},{R},,1.0,Low Kick,{G},30,
787,Lokix,PFL,10,Stage 1 Pokémon,,,Nymble,120.0,{G},{R},,1.0,Jumping Shot,●●●,150,Shuffle this Pokémon and all attached cards into your deck.
788,Charmander,PFL,11,Basic Pokémon,,,,80.0,{R},{W},,2.0,[Ability] Agile,,,"If this Pokémon has no Energy attached, it has no Retreat Cost."
788,Charmander,PFL,11,Basic Pokémon,,,,80.0,{R},{W},,2.0,Live Coal,{R},20,
789,Charmeleon,PFL,12,Stage 1 Pokémon,,,Charmander,110.0,{R},{W},,2.0,Steady Firebreathing,{R},40,
790,Mega Charizard X ex,PFL,13,Stage 2 Pokémon,Mega Pokémon ex,,Charmeleon,360.0,{R},{W},,2.0,Inferno X,{R}{R},90×,"Discard any amount of {R} Energy from among your Pokémon, and this attack does 90 damage for each card you discarded in this way."
791,Moltres,PFL,14,Basic Pokémon,,,,120.0,{R},{W},,1.0,Fighting Wings,{R},20,"If your opponent’s Active Pokémon is a Pokémon {ex}, this attack does 90 more damage."
792,Darumaka,PFL,15,Basic Pokémon,,,,80.0,{R},{W},,2.0,Blaze Ball,●●●,10,This attack does 20 more damage for each {R} Energy attached to this Pokémon.
793,Darmanitan,PFL,16,Stage 1 Pokémon,,,Darumaka,150.0,{R},{W},,3.0,Blaze Ball,●●●●,40,This attack does 40 more damage for each {R} Energy attached to this Pokémon.
794,Reshiram,PFL,17,Basic Pokémon,,,,130.0,{R},{W},,2.0,Combustion,{R},30,
794,Reshiram,PFL,17,Basic Pokémon,,,,130.0,{R},{W},,2.0,Burning Flare,{R}{R}{R}{R},240,This Pokémon also does 60 damage to itself.
795,Oricorio ex,PFL,18,Basic Pokémon,Pokémon ex,,,190.0,{R},{W},,1.0,[Ability] Excited Turbo,,,"As often as you like during your turn, if you have any {R} Mega Evolution Pokémon {ex} in play, you may use this Ability. Attach a Basic {R} Energy card from your hand to 1 of your Benched {R} Pokémon."
795,Oricorio ex,PFL,18,Basic Pokémon,Pokémon ex,,,190.0,{R},{W},,1.0,Fire Wing,{R}{R}●,110,
796,Charcadet,PFL,19,Basic Pokémon,,,,70.0,{R},{W},,2.0,Gather Strength,{R},,"Search your deck for up to 2 Basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck."
796,Charcadet,PFL,19,Basic Pokémon,,,,70.0,{R},{W},,2.0,Chop,{R},10,
797,Ceruledge,PFL,20,Stage 1 Pokémon,,,Charcadet,140.0,{R},{W},,2.0,Infernal Slash,{R},220,"Discard 4 Basic {R} Energy cards from your hand. If you can’t discard 4 cards in this way, this attack does nothing."
798,Seel,PFL,21,Basic Pokémon,,,,80.0,{W},{L},,2.0,Bubble Drain,{W}●,20,Heal 20 damage from this Pokémon.
799,Dewgong,PFL,22,Stage 1 Pokémon,,,Seel,130.0,{W},{L},,2.0,[Ability] Thick Fat,,,This Pokémon takes 30 less damage from attacks from your opponent’s {R} or {W} Pokémon (after applying Weakness and Resistance).
799,Dewgong,PFL,22,Stage 1 Pokémon,,,Seel,130.0,{W},{L},,2.0,Slam,{W}●,70×,Flip 2 coins. This attack does 70 damage for each heads.
800,Swinub,PFL,23,Basic Pokémon,,,,70.0,{W},{M},,2.0,Stampede,●,10,
800,Swinub,PFL,23,Basic Pokémon,,,,70.0,{W},{M},,2.0,Icy Snow,{W}●,20,
801,Piloswine,PFL,24,Stage 1 Pokémon,,,Swinub,100.0,{W},{M},,3.0,Rising Lunge,●●,30,"Flip a coin. If heads, this attack does 30 more damage."
801,Piloswine,PFL,24,Stage 1 Pokémon,,,Swinub,100.0,{W},{M},,3.0,Frost Smash,{W}●●,70,
802,Mamoswine,PFL,25,Stage 2 Pokémon,,,Piloswine,180.0,{W},{M},,4.0,Wreck,●●●,120,"If a Stadium is in play, this attack does 120 more damage. Then, discard that Stadium."
802,Mamoswine,PFL,25,Stage 2 Pokémon,,,Piloswine,180.0,{W},{M},,4.0,Blizzard Edge,{W}●●●,200,Discard 2 Energy from this Pokémon.
803,Suicune,PFL,26,Basic Pokémon,,,,130.0,{W},{L},,2.0,Crystal Fall,{W}{W},30,"If you have at least 4 {W} Energy in play, this attack does 90 more damage."
804,Piplup,PFL,27,Basic Pokémon,,,,70.0,{W},{L},,1.0,Call for Support,●,,"Search your deck for a Supporter card, reveal it, and put it into your hand. Then, shuffle your deck."
804,Piplup,PFL,27,Basic Pokémon,,,,70.0,{W},{L},,1.0,Tackle,●●,20,
805,Prinplup,PFL,28,Stage 1 Pokémon,,,Piplup,100.0,{W},{L},,2.0,Peck,●,20,
805,Prinplup,PFL,28,Stage 1 Pokémon,,,Piplup,100.0,{W},{L},,2.0,Targeted Dive,●●●,,This attack does 70 damage to 1 of your opponent’s Benched Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)
806,Rotom ex,PFL,29,Basic Pokémon,Pokémon ex,,,190.0,{L},{F},,1.0,[Ability] Multi Adapter,,,"Each of your Pokémon that has ""Rotom"" in its name may have up to 2 Pokémon Tool cards attached. If this Ability goes away, discard Pokémon Tools from those Pokémon until only 1 remains on each."
806,Rotom ex,PFL,29,Basic Pokémon,Pokémon ex,,,190.0,{L},{F},,1.0,Thunderbolt,{L}●,130,Discard all Energy from this Pokémon.
807,Yamper,PFL,30,Basic Pokémon,,,,70.0,{L},{F},,1.0,Play Rough,{L}●,20,"Flip a coin. If heads, this attack does 20 more damage."
808,Boltund,PFL,31,Stage 1 Pokémon,,,Yamper,130.0,{L},{F},,1.0,Electric Run,{L}●,70,"Flip a coin. If heads, this attack does 70 more damage."
809,Pawmi,PFL,32,Basic Pokémon,,,,60.0,{L},{F},,1.0,Growl,{L},,"During your opponent’s next turn, attacks used by the Defending Pokémon do 30 less damage (before applying Weakness and Resistance)."
809,Pawmi,PFL,32,Basic Pokémon,,,,60.0,{L},{F},,1.0,Tiny Charge,{L},10,
810,Pawmo,PFL,33,Stage 1 Pokémon,,,Pawmi,90.0,{L},{F},,1.0,Electric Punch,{L}{L},60,
811,Pawmot,PFL,34,Stage 2 Pokémon,,,Pawmo,140.0,{L},{F},,1.0,Voltaic Fist,{L}{L},130,You may have this Pokémon also do 60 damage to itself and make your opponent’s Active Pokémon Paralyzed.
812,Misdreavus,PFL,35,Basic Pokémon,,,,70.0,{P},{D},{F},1.0,Petty Grudge,{P},20,
813,Mismagius ex,PFL,36,Stage 1 Pokémon,Pokémon ex,,Misdreavus,260.0,{P},{D},{F},1.0,[Ability] Swirling Prose,,,"As long as this Pokémon is in the Active Spot, whenever your opponent’s Active Pokémon moves to the Bench during their turn, their new Active Pokémon is now Confused."
813,Mismagius ex,PFL,36,Stage 1 Pokémon,Pokémon ex,,Misdreavus,260.0,{P},{D},{F},1.0,Hexa-Magic,{P}{P},150,You may draw cards until you have 6 cards in your hand.
814,Cottonee,PROMO,18,Basic Pokémon,,,,60.0,{P},{M},,1.0,Collect,●,,Draw a card.
815,Whimsicott,PROMO,19,Stage 1 Pokémon,,,Cottonee,90.0,{P},{M},,1.0,Healing Fluff,●,,Heal all damage from 1 of your Benched Pokémon.
815,Whimsicott,PROMO,19,Stage 1 Pokémon,,,Cottonee,90.0,{P},{M},,1.0,U-turn,{P},50,Switch this Pokémon with 1 of your Benched Pokémon.
816,Zacian,PFL,45,Basic Pokémon,,,,130.0,{P},{M},,2.0,Limit Break,{P}●,50,"If your opponent has 3 or fewer Prize cards remaining, this attack does 90 more damage."
817,Bramblin,PFL,46,Basic Pokémon,,,,50.0,{P},{D},{F},1.0,Sneaky Placement,{P},,Place 1 damage counter on 1 of your opponent’s Pokémon.
818,Brambleghast,PFL,47,Stage 1 Pokémon,,,Bramblin,100.0,{P},{D},{F},2.0,[Ability] Prison Panic,,,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Make your opponent’s Active Pokémon Confused."
818,Brambleghast,PFL,47,Stage 1 Pokémon,,,Bramblin,100.0,{P},{D},{F},2.0,Psychic Sphere,{P}●●,80,
819,Paldean Tauros,PFL,48,Basic Pokémon,,,,130.0,{F},{P},,2.0,Raging Charge,{F},40×,This attack does 40 damage for each of your Pokémon that has “Tauros” in its name that has any damage counters on it.
819,Paldean Tauros,PFL,48,Basic Pokémon,,,,130.0,{F},{P},,2.0,Double-Edge,{F}{F},70,This Pokémon also does 20 damage to itself.
820,Gligar,PFL,49,Basic Pokémon,,,,70.0,{F},{G},,1.0,Poison Jab,{F},10,Your opponent’s Active Pokémon is now Poisoned.
821,Gliscor,PFL,50,Stage 1 Pokémon,,,Gligar,120.0,{F},{G},,1.0,Poison Ring,{F},50,"Your opponent’s Active Pokémon is now Poisoned. During your opponent’s next turn, that Pokémon can’t retreat."
822,Trapinch,PFL,51,Basic Pokémon,,,,70.0,{F},{G},,1.0,Double Headbutt,{F},10×,Flip 2 coins. This attack does 10 damage for each heads.
823,Vibrava,PFL,52,Stage 1 Pokémon,,,Trapinch,90.0,{F},{G},,1.0,Super Vibration,{F}{F},60,
824,Flygon,PFL,53,Stage 2 Pokémon,,,Vibrava,150.0,{F},{G},,1.0,[Ability] Sandy Flapping,,,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. You may also use this Ability if this Pokémon is in the Active Spot and is Knocked Out by damage from an attack from your opponent’s Pokémon. Discard the top 2 cards of your opponent’s deck."
824,Flygon,PFL,53,Stage 2 Pokémon,,,Vibrava,150.0,{F},{G},,1.0,Cutting Wind,{F}{F},130,
825,Sneasel,PROMO,20,Basic Pokémon,,,,70.0,{D},{G},,1.0,Dig Claws,{D},10,
825,Sneasel,PROMO,20,Basic Pokémon,,,,70.0,{D},{G},,1.0,Scratch,{D}{D},30,
826,Weavile,PROMO,21,Stage 1 Pokémon,,,Sneasel,90.0,{D},{G},,1.0,Retaliatory Claw,{D}{D},20,"If this Pokémon’s remaining HP is 50 or less, this attack does 170 more damage."
826,Weavile,PROMO,21,Stage 1 Pokémon,,,Sneasel,90.0,{D},{G},,1.0,Cut,{D}{D},60,
827,Carvanha,PFL,60,Basic Pokémon,,,,70.0,{D},{G},,1.0,Reckless Charge,{D},30,This Pokémon also does 10 damage to itself.
828,Mega Sharpedo ex,PFL,61,Stage 1 Pokémon,Mega Pokémon ex,,Carvanha,330.0,{D},{G},,,Greedy Fang,{D},70,Draw 2 cards.
828,Mega Sharpedo ex,PFL,61,Stage 1 Pokémon,Mega Pokémon ex,,Carvanha,330.0,{D},{G},,,Hungry Jaws,{D}{D},120,"If this Pokémon has any damage counters on it, this attack does 150 more damage."
829,Seviper,PFL,62,Basic Pokémon,,,,120.0,{D},{F},,1.0,[Ability] Excited Power,,,"If you have any {D} Mega Evolution Pokémon {ex} in play, attacks used by this Pokémon do 120 more damage to your opponent’s Active Pokémon (before applying Weakness and Resistance)."
829,Seviper,PFL,62,Basic Pokémon,,,,120.0,{D},{F},,1.0,Pitch-Black Fangs,{D}{D}{D},120,
830,Sandile,PFL,64,Basic Pokémon,,,,70.0,{D},{G},,2.0,Ram,{D},10,
830,Sandile,PFL,64,Basic Pokémon,,,,70.0,{D},{G},,2.0,Rear Kick,{D}●,20,
831,Krokorok,PFL,65,Stage 1 Pokémon,,,Sandile,100.0,{D},{G},,2.0,Bite,{D},30,
831,Krokorok,PFL,65,Stage 1 Pokémon,,,Sandile,100.0,{D},{G},,2.0,Confront,{D}●●,60,
832,Krookodile,PFL,66,Stage 2 Pokémon,,,Krokorok,170.0,{D},{G},,3.0,Vengeful Fang,{D},60,"If any of your Pokémon were Knocked Out by damage from an attack during your opponent’s last turn, this attack does 160 more damage."
832,Krookodile,PFL,66,Stage 2 Pokémon,,,Krokorok,170.0,{D},{G},,3.0,Hammer In,{D}●●●,160,
833,Toxel,PFL,67,Basic Pokémon,,,,70.0,{D},{F},,1.0,Call for Family,{D},,"Search your deck for up to 2 Basic Pokémon and put them onto your Bench. Then, shuffle your deck."
833,Toxel,PFL,67,Basic Pokémon,,,,70.0,{D},{F},,1.0,Playful Kick,{D}●,20,
834,Toxtricity,PFL,68,Stage 1 Pokémon,,,Toxel,140.0,{D},{F},,2.0,[Ability] Sinister Surge,,,"Once during your turn, you may use this Ability. Search your deck for a Basic {D} Energy card and attach it to 1 of your Benched {D} Pokémon. Then, shuffle your deck. If you attached Energy to a Pokémon in this way, place 2 damage counters on that Pokémon."
834,Toxtricity,PFL,68,Stage 1 Pokémon,,,Toxel,140.0,{D},{F},,2.0,Gentle Slap,{D}{D}●,100,
835,Empoleon ex,PFL,70,Stage 2 Pokémon,Pokémon ex,,Prinplup,320.0,{M},{R},{G},2.0,[Ability] Emperor’s Stance,,,Prevent all effects of attacks used by your opponent’s Pokémon done to this Pokémon. (Damage is not an effect.)
835,Empoleon ex,PFL,70,Stage 2 Pokémon,Pokémon ex,,Prinplup,320.0,{M},{R},{G},2.0,Iron Feathers,{M}{M}●,210,"During your opponent’s next turn, this Pokémon takes 60 less damage from attacks (after applying Weakness and Resistance)."
836,Bronzor,PFL,71,Basic Pokémon,,,,80.0,{M},{R},{G},2.0,Iron Defense,●,,"Flip a coin. If heads, during your opponent’s next turn, prevent all damage done to this Pokémon by attacks."
836,Bronzor,PFL,71,Basic Pokémon,,,,80.0,{M},{R},{G},2.0,Rollout,●●●,30,
837,Bronzong,PFL,72,Stage 1 Pokémon,,,Bronzor,140.0,{M},{R},{G},3.0,Triple Draw,●,,Draw 3 cards.
837,Bronzong,PFL,72,Stage 1 Pokémon,,,Bronzor,140.0,{M},{R},{G},3.0,Tool Drop,●●●,40×,This attack does 40 damage for each Pokémon Tool attached to all Pokémon.
838,Togedemaru,PFL,73,Basic Pokémon,,,,80.0,{M},{R},{G},1.0,Find a Friend,●,,"Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck."
838,Togedemaru,PFL,73,Basic Pokémon,,,,80.0,{M},{R},{G},1.0,Gnaw,{M},30,
839,Duraludon,PFL,74,Basic Pokémon,,,,130.0,{M},{R},{G},2.0,Hyper Beam,{M}{M}{M},70,Discard an Energy from your opponent’s Active Pokémon.
840,Archaludon,PFL,75,Stage 1 Pokémon,,,Duraludon,180.0,{M},{R},{G},2.0,Coated Attack,{M}{M}{M},120,"During your opponent’s next turn, prevent all damage done to this Pokémon by attacks from Basic Pokémon."
841,Jigglypuff,PFL,76,Basic Pokémon,,,,70.0,{C},{F},,1.0,Ball Roll,●,20×,Flip a coin until you get tails. This attack does 20 damage for each heads.
842,Wigglytuff,PFL,77,Stage 1 Pokémon,,,Jigglypuff,120.0,{C},{F},,2.0,Round,●●,40×,This attack does 40 damage for each of your Pokémon in play that has the Round attack.
842,Wigglytuff,PFL,77,Stage 1 Pokémon,,,Jigglypuff,120.0,{C},{F},,2.0,Seismic Toss,●●●,100,
843,Aipom,PFL,78,Basic Pokémon,,,,70.0,{C},{F},,1.0,Astonish,●●,20,"Choose a random card from your opponent’s hand, and your opponent reveals that card and shuffles it into their deck."
844,Ambipom,PFL,79,Stage 1 Pokémon,,,Aipom,110.0,{C},{F},,1.0,Slap,●●,50,
844,Ambipom,PFL,79,Stage 1 Pokémon,,,Aipom,110.0,{C},{F},,1.0,Dual Tail,●●●,,"Discard 2 Energy from this Pokémon, and this attack does 60 damage to each of 2 of your opponent’s Pokémon. (Don’t apply Weakness and Resistance for Benched Pokémon.)"
845,Smeargle,PFL,80,Basic Pokémon,,,,80.0,{C},{F},,1.0,Energizing Sketch,●,,Flip 3 coins. Attach an amount of Basic Energy up to the number of heads from your discard pile to your Benched Pokémon in any way you like.
845,Smeargle,PFL,80,Basic Pokémon,,,,80.0,{C},{F},,1.0,Hook,●●,40,
846,Zigzagoon,PFL,81,Basic Pokémon,,,,70.0,{C},{F},,1.0,Surprise Attack,●,30,"Flip a coin. If tails, this attack does nothing."
847,Linoone,PFL,82,Stage 1 Pokémon,,,Zigzagoon,100.0,{C},{F},,1.0,[Ability] Excited Dash,,,"Once during your turn, if this Pokémon is on your Bench, and if you have any Mega Evolution Pokémon {ex} in play, you may use this Ability. Switch this Pokémon with your Active Pokémon."
847,Linoone,PFL,82,Stage 1 Pokémon,,,Zigzagoon,100.0,{C},{F},,1.0,Slash,●,70,
848,Buneary,PFL,83,Basic Pokémon,,,,70.0,{C},{F},,1.0,Run Around,●,,Switch this Pokémon with 1 of your Benched Pokémon.
848,Buneary,PFL,83,Basic Pokémon,,,,70.0,{C},{F},,1.0,Kick,●●,20,
849,Mega Lopunny ex,PFL,84,Stage 1 Pokémon,Mega Pokémon ex,,Buneary,330.0,{C},{F},,1.0,Gale Thrust,●,60,"If this Pokémon moved from your Bench to the Active Spot this turn, this attack does 170 more damage."
849,Mega Lopunny ex,PFL,84,Stage 1 Pokémon,Mega Pokémon ex,,Buneary,330.0,{C},{F},,1.0,Spiky Hopper,●●,160,This attack’s damage isn’t affected by any effects on your opponent’s Active Pokémon.
